text,outcome
Lions were released on Russian streets by Vladimir Putin to force people inside.,fake
"WHO has said, do not eat cabbage as it will increase the chance of coronavirus infection.",fake
"In a seemingly careless message being sent as an e-mail, recipients in Greek are warned that if a company (shop) has to shut down because of the new coronavirus or staff illness or other reason, the sender must notify the sender of that message about the termination of the employment of an employee.",fake
"A web publication shared hundreds of times on Facebook, Twitter and WhatsApp in Nigeria claims the government will pay each citizen 8,500 naira ($23.60) monthly to encourage Nigerians to stay at home in a bid to slow down the spread of the novel coronavirus.",fake
"Multiple posts on social media claim that schools in South Africa will reopen months from now in September, as a result of the increase in COVID-19 cases.",fake
"The text claims that mass media owners, called “Satanists” in the text, are forcing the public to voluntarily look for a coronavirus vaccine. It also describes the vaccine (which still does not exist) as: “A vaccine in which the beast’s mark is present in liquid form with nano-technology, and he will completely control the world and all people.”",fake
"After 23:30, the city will be disinfected by a helicopter and the doors and windows should be closed.",fake
"If people get infected with COVID-19, they may not be able to fully recover.",fake
A video has been viewed in multiple Facebook posts and claims to show a man wiping his sweat on the buttons of a lift in a residential block in Hong Kong.,fake
"A photo has been shared in multiple posts on Facebook and Twitter alongside a claim it shows the bodies of people who died in Italy after they became infected with the novel coronavirus, COVID-19.",fake
"You should take high doses of Vitamin D against COVID-19; children don’t get sick because they lack the receptors for the virus to bond; the coronavirus is an unnatural mutation; it is not susceptible to temperatures, which is why infections will not sink in summer; the oldest patients will not be treated and left to die; 5G harms the immune system.",fake
American scientists have developed a cure for the coronavirus.,fake
"People will not be allowed to organize a funeral for any family members who die of COVID-19. Instead, the state will take care of the disposal of the body.",fake
We’re in a battle against a virus that is in the air.,fake
Swiss newspaper says president of México is the “worst example” of how COVID-19 is handled.,fake
Russia released 500 lions to ensure people would stay inside houses.,fake
The video shows Muslims licking plates and spoons to spread the coronavirus.,fake
Antibiotic invented in Croatia cures coronavirus.,fake
Putin had a press conference and gave people a choice between 15 days isolation and 5 years in prison.,fake
"A video of food packets deposited on a street has been viewed millions of times on Facebook, Twitter and YouTube alongside a claim it shows food donations for people in Turkey during a novel coronavirus lockdown.",fake
The French state gives more benefit to people who were unemployed before the COVID-19 than it does for people who are partially unemployed due to the coronavirus.,fake
"“This lady here applied sanitizer to her hands/forearms and went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.”",fake
Washington admits it is the responsible for COVID-19.,fake
A vaccine against coronavirus was developed.,fake
"George Soros is one of the people responsible for the new coronavirus, born in a laboratory.",fake
Italian mimicks Muslim prayers because of fear from COVID-19.,fake
The mayor of Guayaquil in Ecuador lied about her health condition,fake
The Health Minister in Ecuador quit her job because she was forced to lie about the statistics of COVID-19 related cases.,fake
The president of Ecuador doesn’t ask for help to China because of the IMF,fake
Whatsapp audio ensures there will be a 24-hour curfew for 5 days in Ecuador.,fake
Fake Twitter account of the Ecuadorean Health Ministry.,fake
People are still shopping in malls in spite of the curfew and mobility restrictions in Ecuador.,fake
The vaccine that China is testing for COVID-19 is bad for humans.,fake
An image encourages people to stay home and not go out to terraces or balconies .,fake
"Because of the global quarantine, the WHO and the Ecuadorian government have given a weekly bonus to each family for food and medicine.",fake
Ecuadorian government gives money to people from Venezuela.,fake
Multiple posts on Facebook and Twitter claim the WHO has warned against eating cabbage during the novel coronavirus pandemic.,fake
"A video of food packets deposited on a street has been viewed millions of times on Facebook, Twitter and YouTube alongside a claim it shows food donations for people in Turkey during a novel coronavirus lockdown.",fake
Kaletra protocol for HIV (lopinavirus – ritonavir) is effective to treat COVID-19.,fake
The second COVID-19 infection is worse than the first one and can be fatal.,fake
An image has been shared multiple times on Facebook in Liberia in support of a claim that pastors were beaten for defying government restrictions on religious gatherings amid the novel coronavirus outbreak.,fake
Whether 60 Democrats voted against coronavirus stimulus bill.,fake
Russian President Putin released 500 lions onto the streets to keep people indoors.,fake
Getting a flu shot increases the risk of coronavirus by 36%.,fake
An Arabic poem from 1170 predicted COVID-19.,fake
President Trump refers to the coronavirus as a hoax in an audio clip.,fake
Does vaping reduce your chances of getting the coronavirus?,fake
"High intensity workouts inhibit the immune system. Very intense workouts might reduce immune system efficiency, but not fully documented.",fake
Cristiano Ronaldo converts hotels to coronavirus hospitals.,fake
Germany refused to take any help from China.,fake
"Social media posts attribute a list of points about the novel coronavirus to Johns Hopkins, a leading source of information on the virus.",fake
The new coronavirus is artificial and has been created in the British labs.,fake
This list shared by Johns Hopkins Institute is giving advices to prevent and fight COVID-19.,fake
Phase 3 means that if Mexico reaches phase 4 all the hospitals that are helping older people are going to let them die to give care to the young.,fake
